,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future
07,114304.3352752247,14873.967610915155,41910.05630515677,21.892759323120117,1.1674251556396484,4.9048285484313965,0.43841206651662323,0.20700099867395622,0.28506308869737373,4.16,0.11,0.39,12297.21,344.4,1383.3,0.629,0.233,0.411,0.23,0.0,0.01,779.24,7.52,22.56,0.055,0.009,0.01,3.72,0.13,0.52,11291.4,1205.4,3854.0,0.607,0.312,0.43,0.06,0.0,0.01,80.84,7.52,20.68,0.019,0.009,0.01,290933.3707921892,87855.18352845265,153852.21484934536,30.70020294189453,5.34126615524292,15.488016128540039,0.5587014262648514,0.3207305656151472,0.4406830563425886,5.32,0.38,1.09,18812.25,1804.3799999999997,4677.84,0.772,0.406,0.649,0.41,0.01,0.03,3665.9699999999993,31.960000000000004,109.03999999999999,0.08,0.01,0.021,6.73,0.5,1.48,26477.8,6133.6,13259.400000000001,0.755,0.436,0.617,0.11,0.01,0.03,233.12,31.960000000000004,105.28000000000002,0.028,0.01,0.02
08,475141.07653186074,118460.86062558388,294374.9866780083,65.8700180053711,5.898797512054443,27.392635345458984,0.5732572320112119,0.29927221211778815,0.4857116845126886,16.46,0.68,2.61,61222.350000000006,3047.16,9412.64,0.849,0.474,0.682,1.42,0.01,0.06,7579.88,47.0,229.36,0.134,0.01,0.025,17.74,0.54,2.91,55021.99999999999,7486.600000000001,24977.2,0.826,0.373,0.675,0.28,0.01,0.06,445.56,47.0,201.16,0.031,0.01,0.024,356829.0857071205,43211.356853702135,67266.58323763192,64.46218872070312,2.6180830001831055,7.616551399230957,0.5522894299437011,0.2556913131112363,0.2962412826703476,6.72,0.2,1.1,19909.6,934.6500000000001,3008.94,0.861,0.223,0.46,1.34,0.0,0.01,3807.65,20.68,35.72,0.072,0.01,0.011,14.26,0.27,1.08,44247.2,3460.4,6527.2,0.846,0.364,0.445,0.16,0.0,0.01,377.87999999999994,20.68,35.72,0.031,0.01,0.011
09,855107.8578744131,474577.94467760064,635564.5646830536,48.484310150146484,25.189477920532227,35.15367889404297,0.6452526543474189,0.5866126127974711,0.6206704047957213,7.48,0.99,2.35,57451.44,9336.84,16208.64,0.851,0.789,0.82,0.11,0.03,0.06,674.92,306.44,468.12000000000006,0.032,0.029,0.031,6.32,1.99,3.72,69257.2,35506.0,53431.2,0.845,0.772,0.82,0.11,0.03,0.06,674.92,306.44,468.12000000000006,0.032,0.029,0.031,696887.8546789202,187686.85524638073,379949.84909957787,57.31520080566406,9.445542335510254,34.63145446777344,0.6308469399780007,0.4624923344325561,0.5567275058804771,8.54,0.52,2.75,50639.79,5192.64,10999.799999999997,0.867,0.652,0.781,0.87,0.01,0.07,6906.9,110.92,265.08,0.088,0.021,0.028,12.0,0.79,3.83,63049.8,13333.200000000003,30438.399999999998,0.864,0.611,0.756,0.17,0.01,0.07,562.12,110.92,265.08,0.033,0.021,0.028
10,1309151.7110194946,647144.9334498153,951346.8563948333,63.98876953125,24.073808670043945,38.97860336303711,0.6647545139872116,0.586714772659598,0.6378107821604765,11.28,1.13,2.7,118814.42999999998,12922.290000000003,31088.49,0.879,0.488,0.797,1.02,0.03,0.07,17001.6,453.08,705.0,0.105,0.029,0.033,10.62,2.28,4.64,114217.8,51127.0,79802.4,0.881,0.772,0.842,0.11,0.03,0.07,1054.68,453.08,697.48,0.036,0.029,0.032,1266586.7697899058,800050.9394527231,1128062.2068787578,60.121177673339844,36.8516960144043,47.07159423828125,0.6809567357957123,0.6060482843974548,0.6505928603183089,11.06,1.47,3.57,118558.98,10731.0,32033.4,0.899,0.603,0.861,0.15,0.06,0.08,955.04,530.16,819.6800000000001,0.035,0.031,0.034,9.78,3.85,6.26,108830.4,61278.6,92094.2,0.893,0.818,0.87,0.15,0.06,0.08,955.04,530.16,819.6800000000001,0.035,0.031,0.034
11,288857.3931896383,72078.67705506098,170211.9851745057,35.51603698730469,3.679813861846924,13.518289566040039,0.5348893590828061,0.29968369567239905,0.42342689651270327,3.67,0.16,1.06,17646.4,1171.8,5459.16,0.724,0.432,0.626,0.54,0.01,0.02,3860.7800000000007,37.6,110.92,0.075,0.01,0.019,4.45,0.37,1.4,26010.4,6715.8,13981.0,0.728,0.429,0.595,0.07,0.01,0.02,219.96,37.6,101.52,0.026,0.01,0.018,44433.81543977048,11504.403808151255,22928.828088082264,11.901663780212402,1.1673402786254883,2.94071102142334,0.3661003654745151,0.21593658910949726,0.27798299765673523,5.4,0.09,0.45,10671.06,262.74,1132.84,0.614,0.244,0.432,0.13,0.0,0.0,404.4,5.64,16.92,0.165,0.008,0.01,2.68,0.14,0.43,5772.8,861.0,2386.2,0.509,0.278,0.405,0.02,0.0,0.01,26.320000000000004,5.64,11.28,0.011,0.008,0.01
12,826873.5616874411,361293.80366958043,587884.9226534229,47.533477783203125,16.77791976928711,30.186038970947266,0.6180559317070643,0.4746057440260408,0.5581382597369305,8.34,0.42,1.53,61676.31,6661.2,16318.8,0.82,0.487,0.709,0.08,0.02,0.04,624.16,242.52,449.32,0.031,0.023,0.028,6.46,1.43,2.86,72578.2,28486.8,51127.0,0.816,0.639,0.761,0.08,0.02,0.04,624.16,242.52,449.32,0.031,0.023,0.028,1317339.6518496075,563835.8312241425,676366.6764045861,56.273441314697266,15.907740592956543,31.482398986816406,0.69389553824778,0.6038914249307554,0.6269537911552612,5.32,0.76,1.95,66370.51,8086.4,17592.04,0.904,0.674,0.826,0.1,0.03,0.06,1511.5199999999998,376.0,509.48,0.053,0.029,0.031,7.09,1.7,3.14,110085.0,44337.4,56858.8,0.902,0.784,0.824,0.1,0.03,0.06,1511.5199999999998,376.0,509.48,0.053,0.029,0.031
13,24180.964653310588,1081.8496898062222,7910.174953055684,10.22117805480957,0.05714123696088791,1.4058488607406616,0.40976833976287,0.09398612801759659,0.24147285941288044,1.46,0.02,0.25,1697.3999999999999,13.68,355.77,0.583,0.053,0.393,0.09,0.0,0.0,247.94000000000003,0.0,5.64,0.166,0.002,0.017,2.13,0.01,0.16,3394.7999999999997,24.6,721.6,0.552,0.056,0.351,0.03,0.0,0.0,16.92,0.0,5.64,0.012,0.004,0.01,36859.43035584522,50.436270997215615,3831.3774396832487,16.432008743286133,0.002587713301181793,0.8042200803756714,0.41028026508580745,0.0234829903813356,0.23401788023907819,3.37,0.01,0.23,5124.57,6.08,392.43,0.587,0.02,0.438,0.08,0.0,0.0,123.97000000000001,0.0,3.59,0.11,0.001,0.012,3.38,0.0,0.14,4633.0,0.0,401.8,0.562,0.002,0.315,0.03,0.0,0.0,20.68,0.0,1.88,0.012,0.001,0.01
14,654798.612502562,366225.18432256446,490989.41487364064,40.6186408996582,13.86499309539795,30.5415096282959,0.6151061098335525,0.5173925350974976,0.5722295531986434,4.34,0.98,2.16,22964.879999999997,5286.4,11789.28,0.842,0.634,0.766,0.11,0.04,0.06,503.84000000000003,223.72,338.4,0.032,0.025,0.028,6.35,1.7,3.49,58736.59999999999,28060.4,40508.0,0.825,0.688,0.764,0.11,0.04,0.06,503.84000000000003,223.72,338.4,0.032,0.025,0.028,459199.53003138007,85101.61373837703,259336.25949977184,69.08985900878906,4.035264492034912,19.700664520263672,0.5663803499743774,0.27438428209678734,0.46762172078208986,10.28,0.65,1.8,43176.48,2686.56,7229.7,0.832,0.405,0.614,0.84,0.01,0.05,4834.83,35.72,191.76,0.07,0.01,0.024,17.45,0.4,2.22,46961.4,5838.4,22205.6,0.825,0.374,0.648,0.23,0.01,0.04,379.76,35.72,167.32,0.03,0.01,0.022
15,355576.50673815503,160707.75849141486,224769.42948815384,36.557586669921875,5.192927837371826,17.433019638061523,0.5679154984887838,0.42365081108309105,0.4922473038143528,4.69,0.36,0.98,24999.39,3045.0,5849.28,0.792,0.461,0.671,0.27,0.01,0.03,3612.84,95.88,150.4,0.069,0.019,0.024,4.62,0.67,1.56,30372.8,13218.4,19302.8,0.777,0.583,0.681,0.07,0.01,0.03,244.4,95.88,150.4,0.028,0.019,0.024,320249.8818947737,50769.43408087827,204101.48458684294,22.344051361083984,1.9919742345809937,9.944225311279297,0.5501828834752529,0.24786700703804881,0.46958854157552143,2.73,0.18,0.78,12429.06,1136.16,5175.36,0.75,0.353,0.648,0.28,0.0,0.03,1505.35,28.2,165.44,0.04,0.01,0.025,2.86,0.3,1.2,25461.0,4657.6,16834.6,0.733,0.379,0.637,0.06,0.0,0.03,214.31999999999996,26.320000000000004,139.12,0.027,0.01,0.023
16,582517.5464375752,248956.9962694055,400829.42321903305,60.12886047363281,13.399880409240723,24.377914428710938,0.6489673264137236,0.4921714952991683,0.591859102224652,12.75,0.85,1.92,59836.89,4797.87,10774.08,0.861,0.604,0.79,1.29,0.02,0.05,10537.45,148.52,283.88,0.104,0.023,0.029,9.57,1.52,2.85,55292.600000000006,18277.8,33349.4,0.87,0.652,0.787,0.14,0.02,0.05,483.15999999999997,148.52,278.24,0.033,0.023,0.029,426206.99528371333,160136.94584259854,251249.23584055505,62.318485260009766,16.85291862487793,34.81454086303711,0.5979977234528306,0.4385674208281905,0.5224185586078652,13.14,1.28,2.81,47592.67,4270.32,8714.88,0.834,0.606,0.782,0.93,0.02,0.07,4710.86,86.48,193.64,0.082,0.019,0.027,9.8,1.47,4.09,39368.2,11922.8,20975.6,0.828,0.596,0.736,0.13,0.02,0.07,351.56,86.48,165.44,0.031,0.019,0.025
17,556556.9168824092,199644.01253727835,383063.10392255045,54.663211822509766,11.668756484985352,27.020532608032227,0.6281492330372237,0.459532121041893,0.5536164764650999,7.91,0.65,1.54,53176.99999999999,4083.78,8852.04,0.854,0.614,0.758,0.14,0.02,0.05,473.76,125.96000000000001,272.6,0.032,0.021,0.028,8.73,0.95,2.99,53341.0,15973.6,32332.6,0.841,0.611,0.759,0.14,0.02,0.05,473.76,125.96000000000001,272.6,0.032,0.021,0.028,337654.4736515365,21555.277310779547,101582.78028089284,35.31315231323242,1.2557471990585327,10.692158699035645,0.5426729712567945,0.1808656493007107,0.3324043728076799,3.44,0.17,0.84,18529.32,546.72,3734.64,0.744,0.31,0.56,0.27,0.0,0.02,1593.9,11.28,84.6,0.046,0.009,0.017,4.98,0.08,1.06,28757.4,1410.4,9405.4,0.717,0.227,0.508,0.11,0.0,0.02,265.08,11.28,52.64000000000001,0.028,0.009,0.013
18,91491.09602631361,50565.082704645465,71886.31438617886,21.665212631225586,11.658170700073242,17.680479049682617,0.41036659657955854,0.3207885923789619,0.35616999683905753,2.65,0.67,1.24,4820.24,1113.54,1824.1,0.631,0.448,0.521,0.05,0.02,0.02,58.28,20.68,31.960000000000004,0.016,0.011,0.012,2.8,1.2,1.8,9028.2,4059.0,6084.4,0.582,0.492,0.53,0.05,0.02,0.02,58.28,20.68,31.960000000000004,0.016,0.011,0.012,36285.051771151484,4293.765492343664,13702.841515114415,8.986285209655762,0.46420004963874817,2.9586009979248047,0.3695919547516612,0.16591756818791895,0.2824302036071656,2.27,0.09,0.37,3864.64,130.2,526.62,0.541,0.228,0.438,0.17,0.0,0.01,425.04,1.88,11.28,0.065,0.008,0.011,1.52,0.04,0.31,3927.8,155.8,1172.6,0.539,0.135,0.414,0.02,0.0,0.01,20.68,1.88,7.52,0.012,0.008,0.011
19,136697.76547348592,11397.705528527149,61888.99798812345,46.551631927490234,2.4723708629608154,17.521026611328125,0.4383935939406148,0.21355090309552235,0.33820637386631036,4.88,0.29,1.55,4683.5,371.2,1853.1,0.657,0.226,0.47,1.59,0.0,0.03,2213.75,3.76,31.960000000000004,0.059,0.009,0.011,7.01,0.21,2.65,13128.200000000003,656.0,5518.6,0.667,0.303,0.516,0.17,0.0,0.03,109.03999999999999,3.76,28.2,0.024,0.009,0.011,96814.97827517669,14442.86445978214,55375.50000480842,44.37297821044922,1.336931586265564,8.676753997802734,0.39984683310017005,0.21861601532478836,0.317060937083532,18.23,0.13,0.82,17474.49,546.26,2002.0,0.74,0.218,0.449,0.68,0.0,0.01,938.63,5.64,33.84,0.081,0.009,0.011,8.99,0.14,1.02,12291.8,885.6000000000001,5141.4,0.682,0.285,0.485,0.27,0.0,0.01,129.72,5.64,28.2,0.026,0.009,0.011
20,0.7733565779659557,0.0,0.0,1.4355240637087263e-05,0.0,0.0,0.006155468117206348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,3226.7639218100157,0.0,22.887951683225083,0.7165522575378418,0.0,0.000968133972492069,0.3033650597045863,0.0,0.02091855484518607,0.47,0.0,0.01,1054.8,0.0,6.08,0.507,0.0,0.058,0.0,0.0,0.0,6.03,0.0,0.0,0.133,0.0,0.003,0.29,0.0,0.0,664.2,0.0,0.0,0.424,0.0,0.006,0.01,0.0,0.0,3.76,0.0,0.0,0.012,0.0,0.002,1081.5345206137863,0.8618419375579833,31.140595977831254,0.20004241168498993,1.3948264495411422e-05,0.0009501235326752067,0.1974905843830272,0.0014898203883208262,0.02249937985139279,0.08,0.0,0.01,98.6,0.0,4.56,0.367,0.002,0.053,0.0,0.0,0.0,5.8,0.0,0.0,0.128,0.002,0.008,0.04,0.0,0.0,98.4,0.0,0.0,0.213,0.002,0.013,0.0,0.0,0.0,1.88,0.0,0.0,0.011,0.001,0.005
22,44018.948410241275,6415.981958251305,12756.779976493674,14.703998565673828,1.4899464845657349,3.722903251647949,0.3707269847569321,0.21974998937375445,0.2884748278994072,1.76,0.11,0.35,4254.82,229.13999999999996,550.8,0.531,0.369,0.436,0.09,0.0,0.01,212.52,1.88,9.4,0.057,0.009,0.011,1.49,0.09,0.48,4280.4,360.8,1295.6,0.524,0.299,0.433,0.01,0.0,0.01,22.56,1.88,7.52,0.011,0.009,0.011,8284.004568607892,0.040224589240267505,892.6541960088343,2.154226303100586,9.448469882045174e-07,0.08941547572612762,0.33467610650715224,5.80383474229792e-05,0.10889009611392884,0.47,0.0,0.06,1068.35,0.0,107.3,0.493,0.001,0.29,0.0,0.0,0.0,9.29,0.0,0.0,0.077,0.001,0.014,0.4,0.0,0.01,1057.8,0.0,8.2,0.418,0.0,0.04,0.01,0.0,0.0,5.64,0.0,0.0,0.011,0.0,0.007
23,142292.7321642157,41135.557124909246,72640.32237764387,32.318931579589844,3.4106814861297607,6.252014636993408,0.4235180333886008,0.27224649052459293,0.30565518175909445,6.03,0.19,0.51,15421.400000000001,898.56,1857.09,0.63,0.25,0.431,0.32,0.01,0.01,1204.28,20.68,35.72,0.035,0.01,0.011,3.91,0.41,0.73,14727.2,3501.3999999999996,6322.2,0.626,0.398,0.458,0.08,0.01,0.01,109.03999999999999,20.68,35.72,0.02,0.01,0.011,124467.31102471385,18011.388277258084,37097.00199049548,15.462346076965332,1.0861436128616333,4.105350017547607,0.4033212095108104,0.20702333055344727,0.2647238167958971,1.48,0.15,0.58,6034.32,460.46,1517.19,0.567,0.209,0.425,0.21,0.0,0.01,1044.89,9.4,22.56,0.033,0.009,0.011,1.88,0.09,0.62,12718.2,1098.8,3444.0,0.584,0.263,0.4,0.04,0.0,0.01,88.36,9.4,20.68,0.018,0.009,0.01
24,801840.4985007949,441092.1205777613,556701.4205277781,50.7468147277832,19.221153259277344,29.424863815307617,0.604658070080443,0.5178832612318103,0.5551046647435376,9.66,0.86,1.66,83080.47,7569.0,14041.12,0.811,0.671,0.726,0.95,0.03,0.04,14858.690000000002,293.28,385.3999999999999,0.096,0.025,0.027,8.34,1.98,2.9,79261.2,36440.8,46010.2,0.82,0.696,0.737,0.13,0.03,0.04,686.2,293.28,385.3999999999999,0.031,0.025,0.027,891638.0063766345,620917.4489868651,820233.7013543337,61.75484848022461,25.673776626586914,38.5463752746582,0.6290285641038492,0.5334042712394347,0.5890752865122795,9.06,1.17,3.14,80595.51,10385.200000000003,23244.3,0.858,0.494,0.785,1.22,0.04,0.08,15035.79,398.56,592.2,0.097,0.027,0.03,10.77,2.2,5.0,85370.2,46863.0,68543.8,0.853,0.734,0.804,0.13,0.04,0.08,738.84,398.56,592.2,0.032,0.027,0.03
25,660757.4135415432,514262.001352798,599897.3576307879,41.486385345458984,13.796546936035156,24.382831573486328,0.6390020365608686,0.5941975800373226,0.6205521902807661,3.6,0.56,1.29,26458.799999999996,7789.6,13942.06,0.827,0.44,0.808,0.53,0.02,0.04,11670.89,332.76,413.6000000000001,0.1,0.029,0.03,4.86,1.08,2.26,54341.4,40040.6,48265.2,0.835,0.78,0.813,0.08,0.02,0.04,473.76,332.76,413.6000000000001,0.031,0.029,0.03,462016.83786829596,129118.45376422023,313561.71959456947,47.946815490722656,6.989847660064697,21.477832794189453,0.5968854512994187,0.36080823299701825,0.5292989915987117,5.76,0.49,1.57,33243.78,2181.96,8100.0,0.789,0.476,0.722,0.74,0.01,0.04,4108.719999999999,73.32,219.96,0.103,0.015,0.026,6.7,0.71,2.51,40171.8,11529.2,26043.2,0.792,0.524,0.715,0.13,0.01,0.04,340.28,73.32,204.92000000000002,0.03,0.015,0.026
